sample_id,user_id,item_id,valence_score,arousal_score,preference_label,rating,item_popularity_score,item_category,delta,theta,alpha,beta,gamma
502,6,3,5.7825,6.0644,1,3,0.7815,movie,742.2040405273438,364.1817626953125,514.8804931640625,107.65193176269531,3.7497761249542236
503,6,4,4.8991,7.2448,1,4,0.3481,movie,984.62646484375,382.1358642578125,462.73504638671875,76.28034973144531,3.791327714920044
504,6,5,5.5247,5.3707,1,3,0.346,article,797.2626342773438,392.3060302734375,501.45367431640625,94.67659759521484,4.285035133361816
505,6,6,4.99,3.4027,1,3,0.6321,movie,858.7941284179688,459.1647033691406,425.5664978027344,90.49761962890625,4.224448204040527
506,6,7,5.0138,4.2614,0,3,0.682,short_video,844.730224609375,473.7071533203125,461.2279357910156,79.4025650024414,3.9652976989746094
507,6,8,5.2924,4.1518,1,5,0.6102,music,532.8201293945312,438.94195556640625,552.5701293945312,114.37960815429688,5.171567916870117
508,6,9,4.0474,5.2701,0,3,0.1564,short_video,978.9528198242188,545.7423095703125,364.33258056640625,66.93956756591797,3.955059766769409
509,6,10,4.6565,4.567,0,3,0.6314,movie,920.7879028320312,414.70440673828125,421.76239013671875,91.07418060302734,4.27292013168335
510,6,11,4.4684,4.9503,0,3,0.2622,article,1095.029052734375,495.0296630859375,315.89935302734375,72.6036148071289,4.221397399902344
511,6,12,5.269,5.5794,1,4,0.5585,short_video,779.2780151367188,391.8740234375,478.68914794921875,104.43292236328125,4.315027236938477
512,6,13,4.5688,5.2898,0,2,0.1941,game,972.577880859375,477.109619140625,412.029296875,70.71197509765625,3.9855260848999023
513,6,14,5.5376,5.7836,1,4,0.6098,music,808.1803588867188,367.331787109375,537.86376953125,88.02250671386719,4.188706874847412
514,6,15,6.5711,5.7039,0,4,0.3086,article,865.7990112304688,463.1304931640625,458.9043884277344,78.3720703125,4.376428604125977
515,6,16,5.7982,5.7968,1,3,0.2171,music,890.90771484375,447.90869140625,460.58392333984375,76.9390869140625,4.714303016662598
516,6,17,5.6958,5.5336,1,4,0.6712,game,737.8829956054688,315.31683349609375,589.0968627929688,96.86646270751953,5.089250564575195
517,6,18,4.8528,5.4893,0,3,0.5601,music,1046.2615966796875,445.7882080078125,377.3350830078125,75.1634750366211,3.705687999725342
518,6,19,4.2569,3.6944,0,4,0.3512,music,874.8701782226562,408.26971435546875,438.31072998046875,95.06293487548828,5.131694316864014
519,6,20,5.4921,4.2186,1,3,0.8102,game,911.6591796875,417.0555114746094,448.6763610839844,84.27485656738281,4.320939064025879
520,6,21,4.5627,4.1665,0,3,0.3916,movie,858.363037109375,419.365966796875,468.84686279296875,87.28641510009766,3.904386043548584
521,6,22,5.872,4.9815,0,3,0.508,movie,839.03466796875,443.3316955566406,458.91943359375,88.01414489746094,4.182838439941406
522,6,23,7.1419,4.37,1,4,0.5668,music,686.03369140625,414.4205322265625,482.28057861328125,112.82820129394531,5.486989498138428
523,6,24,4.291,5.3932,1,3,0.3499,movie,707.6423950195312,364.997314453125,536.6256103515625,105.90707397460938,4.5953049659729
524,6,25,4.105,5.6562,0,3,0.6157,game,923.2001342773438,542.896728515625,412.7118225097656,63.69373321533203,4.048900127410889
525,6,26,5.1045,5.3885,0,3,0.3697,article,975.42578125,475.5879211425781,436.93731689453125,62.81570816040039,4.027533054351807
526,6,27,5.4516,3.3634,1,3,0.3985,movie,854.1823120117188,408.56268310546875,490.7124938964844,83.73707580566406,4.5998735427856445
527,6,28,5.4237,5.0661,1,3,0.7962,movie,732.0050659179688,474.5997619628906,461.05157470703125,97.66011047363281,5.345503807067871
528,6,29,6.6226,4.7324,1,3,0.261,movie,860.8346557617188,397.09521484375,502.42236328125,82.00852966308594,4.557009696960449
529,6,30,5.3132,6.0113,0,3,0.0822,game,947.4983520507812,458.078369140625,448.1336364746094,68.99239349365234,3.640223264694214
530,6,31,7.218,6.492,1,5,0.8335,music,649.6148071289062,308.9535827636719,599.2794189453125,110.40726470947266,5.370504856109619
531,6,32,5.4963,5.2477,0,3,0.9275,game,869.454833984375,495.14886474609375,478.6241149902344,65.24647521972656,3.5940322875976562
532,6,33,5.0588,4.0742,0,2,0.4,movie,938.5022583007812,542.321044921875,401.98382568359375,63.73421096801758,4.073117733001709
533,6,34,5.3461,5.4895,1,4,0.126,music,785.482421875,395.94189453125,528.70703125,87.13142395019531,5.166737079620361
534,6,35,6.6873,5.0077,1,4,0.423,game,671.6498413085938,357.49920654296875,552.601318359375,109.14350128173828,5.4133453369140625
535,6,36,4.7967,4.6434,0,4,0.4289,game,876.01708984375,457.48846435546875,464.87921142578125,75.2385025024414,4.770317554473877
536,6,37,5.9189,5.5995,0,4,0.4527,game,820.9548950195312,532.0509033203125,436.7832946777344,76.39323425292969,4.747918128967285
537,6,38,4.5232,5.0728,0,3,0.2472,short_video,953.3857421875,505.70281982421875,416.30377197265625,66.13764953613281,3.792351722717285
538,6,39,5.4976,5.4921,1,4,0.641,game,739.1936645507812,471.8130187988281,497.313720703125,86.97735595703125,4.616804122924805
539,6,40,5.6485,6.1711,1,4,0.6282,article,826.1331176757812,357.35614013671875,498.94757080078125,97.82319641113281,5.433323860168457
540,6,41,4.4624,5.9514,0,3,0.1833,game,922.25439453125,509.3928527832031,410.69732666015625,71.31088256835938,4.472171306610107
541,6,42,6.2432,3.4889,1,4,0.668,music,694.9890747070312,347.11224365234375,575.6441040039062,101.41989135742188,4.182948589324951
542,6,43,5.4206,4.3038,1,4,0.8862,music,646.287109375,344.039794921875,567.3817749023438,110.74215698242188,5.960686206817627
543,6,44,5.3019,4.5603,1,3,0.5429,music,762.7275390625,425.4386291503906,472.19952392578125,101.32493591308594,4.667612552642822
544,6,45,4.9143,5.0064,1,3,0.4165,game,841.1657104492188,398.5451965332031,481.8902282714844,90.83159637451172,4.5426025390625
545,6,46,4.6271,4.3507,0,3,0.4646,music,856.10546875,453.2288818359375,473.01611328125,77.92745971679688,4.634396553039551
546,6,47,6.1708,3.8065,1,3,0.6491,article,667.041748046875,415.6979675292969,576.1046142578125,90.09355926513672,4.3446044921875
547,6,48,4.7672,3.2509,1,3,0.1505,game,803.07177734375,403.722412109375,535.6853637695312,80.72064208984375,4.283949851989746
548,6,49,6.7436,6.1664,1,3,0.541,article,670.254150390625,319.45843505859375,563.4453125,115.6601791381836,4.308062553405762
549,6,50,4.5044,3.5096,0,4,0.4036,short_video,867.9890747070312,431.4580383300781,456.4839782714844,85.66963958740234,4.547297954559326
550,6,51,7.1811,4.8739,1,4,0.8639,music,799.58740234375,325.69293212890625,555.4630126953125,94.23143005371094,4.335214138031006
551,6,52,5.8552,5.9312,1,4,0.4566,music,671.9502563476562,384.9573974609375,588.1223754882812,92.25639343261719,4.96644926071167
552,6,53,7.5677,3.9183,1,3,0.8413,short_video,774.3952026367188,282.9674377441406,542.8524169921875,112.21002197265625,4.486645221710205
553,6,54,3.3867,5.3386,0,3,0.249,music,1024.7099609375,395.6317138671875,415.622802734375,78.26243591308594,4.860165596008301
554,6,55,6.1004,5.2667,1,4,0.6427,music,715.4929809570312,408.1847229003906,506.88427734375,103.01892852783203,4.694941520690918
555,6,56,5.1115,4.045,1,4,0.5792,article,846.788818359375,324.773193359375,544.2659301757812,88.85199737548828,4.7947163581848145
556,6,57,3.8517,6.2488,0,2,0.2955,game,980.1476440429688,565.606689453125,384.08367919921875,56.689697265625,3.545673131942749
557,6,58,6.2736,6.1873,1,3,0.5442,movie,824.58642578125,370.3727722167969,502.9320373535156,94.28521728515625,4.616438388824463
558,6,59,6.028,5.344,1,4,0.7707,game,802.7523803710938,347.1585998535156,538.6904296875,93.36676788330078,4.561337471008301
559,6,60,6.8249,4.149,1,4,0.4198,game,881.4583129882812,435.95098876953125,456.37640380859375,82.1470947265625,4.9104743003845215
560,6,61,5.8758,5.1461,0,3,0.1555,article,904.9329223632812,400.3603820800781,405.2783203125,102.3907241821289,3.868952512741089
561,6,62,4.9212,3.4279,0,2,0.4956,short_video,891.0829467773438,448.24884033203125,429.7459411621094,86.12425231933594,3.8498098850250244
562,6,63,5.4751,5.0431,0,2,0.2886,movie,793.5787963867188,667.4544677734375,385.6512145996094,64.66773223876953,3.627342700958252
563,6,64,6.3765,3.699,1,3,0.4152,movie,724.0723266601562,419.54669189453125,504.7794494628906,99.87366485595703,4.446165084838867
564,6,65,4.5473,4.3516,0,3,0.4796,short_video,1007.7429809570312,510.4588623046875,378.3331604003906,66.04942321777344,3.8053040504455566
565,6,66,5.7002,5.2534,1,4,0.1537,movie,764.3853149414062,316.77081298828125,619.4246826171875,82.95481872558594,4.954970359802246
566,6,67,4.3482,3.151,0,3,0.1658,music,907.0797729492188,407.4114990234375,435.09619140625,91.3380126953125,3.9774599075317383
567,6,68,4.6036,2.4037,1,4,0.6182,movie,847.31494140625,453.41070556640625,444.82647705078125,88.82887268066406,3.9008138179779053
568,6,69,6.0607,4.364,0,3,0.3722,movie,973.30908203125,401.23944091796875,427.45068359375,83.73127746582031,3.8250973224639893
569,6,70,4.782,6.0074,0,3,0.0714,article,1062.1446533203125,471.2481689453125,345.8838195800781,74.52816772460938,4.580033779144287
570,6,71,5.0893,4.958,1,4,0.6867,movie,880.0628051757812,384.90069580078125,525.3594970703125,75.02691650390625,4.403555870056152
571,6,72,5.4823,5.52,0,3,0.5677,movie,857.829833984375,444.8955078125,466.9215393066406,81.525390625,4.855249881744385
572,6,73,4.8699,4.5724,1,3,0.3287,article,794.2377319335938,466.7486572265625,491.73699951171875,79.51556396484375,5.260769367218018
573,6,74,6.1046,1.9607,1,4,0.2113,movie,904.9072875976562,378.4085693359375,466.22967529296875,88.19656372070312,5.239368915557861
574,6,75,3.8951,4.5254,0,3,0.6976,article,755.26513671875,513.8833618164062,446.4119567871094,89.91482543945312,4.273924827575684
575,6,76,4.8981,5.8791,1,3,0.5865,movie,821.029296875,373.89459228515625,499.404541015625,95.07543182373047,4.43018102645874
576,6,77,5.6659,5.5709,1,4,0.9155,movie,828.48291015625,426.9642639160156,481.27459716796875,86.56806182861328,4.601705551147461
577,6,78,5.2952,4.2569,1,4,0.6035,movie,827.7736206054688,366.6004638671875,492.7611389160156,96.57472229003906,5.134191036224365
578,6,79,4.3571,5.0112,0,3,0.5957,short_video,876.7197265625,383.01458740234375,449.97589111328125,97.02458190917969,5.162519454956055
579,6,80,5.7636,6.0474,0,3,0.4584,short_video,949.732421875,378.37860107421875,439.96795654296875,88.20501708984375,4.449933052062988
580,6,81,5.6324,4.6317,0,4,0.6936,game,878.3297729492188,629.913818359375,331.56512451171875,73.92936706542969,4.393630027770996
581,6,82,4.9699,4.0867,1,3,0.6514,music,888.7881469726562,371.08233642578125,493.60888671875,85.52117156982422,4.346229076385498
582,6,83,6.1282,3.8275,1,4,0.7776,movie,780.32080078125,301.29156494140625,563.4314575195312,99.71819305419922,5.139822959899902
583,6,84,5.042,4.417,1,3,0.3725,game,756.7805786132812,381.59942626953125,533.4591674804688,94.26685333251953,4.765289306640625
584,6,85,6.4553,6.1788,1,4,0.3928,music,687.8433227539062,346.64892578125,554.9597778320312,108.45081329345703,5.3071608543396
585,6,86,5.7903,5.0118,1,4,0.3825,game,804.5452270507812,349.09033203125,572.3414306640625,83.21284484863281,4.180091857910156
586,6,87,5.9826,4.4069,1,4,0.688,short_video,838.3820190429688,302.95831298828125,518.9923095703125,102.4756851196289,4.394572734832764
587,6,88,7.098,4.6886,1,3,0.8173,article,794.9775390625,434.810302734375,465.0802307128906,95.576904296875,4.5236897468566895
588,6,89,5.1817,5.2587,1,3,0.3873,game,956.7119140625,389.58477783203125,437.3868713378906,86.21675109863281,4.461369037628174
589,6,90,5.0415,5.8093,1,4,0.3954,movie,755.5169067382812,431.9574890136719,515.5670166015625,88.52571105957031,4.187101364135742
590,6,91,5.617,5.3199,1,4,0.5779,music,764.5099487304688,377.48760986328125,520.6170654296875,98.61274719238281,4.156435489654541
591,6,92,5.6877,4.1736,0,3,0.4389,article,839.5682983398438,472.5032043457031,469.63134765625,77.54362487792969,4.325486660003662
592,6,93,6.1006,7.6608,1,3,0.7215,game,801.791015625,349.6138916015625,560.5745849609375,86.42845916748047,4.209099769592285
593,6,94,4.4976,4.5921,0,3,0.0952,short_video,870.237548828125,362.1859130859375,492.8204040527344,91.8589096069336,3.9180185794830322
594,6,95,3.797,4.5726,0,3,0.3043,game,922.8364868164062,487.9276123046875,415.99163818359375,75.10637664794922,4.28550910949707
595,6,96,4.8389,4.9337,1,4,0.3138,movie,722.0842895507812,342.8267517089844,547.4804077148438,105.1077651977539,5.094620704650879
596,6,97,4.5329,5.8561,0,3,0.0895,article,970.9324340820312,445.72735595703125,415.00762939453125,77.69829559326172,3.58919620513916
597,6,98,3.5872,2.4138,0,3,0.2762,short_video,1039.033203125,507.99700927734375,347.5649719238281,70.32135009765625,3.6808156967163086
598,6,99,5.6619,5.0779,0,3,0.2859,article,775.6642456054688,498.7606201171875,405.65673828125,101.27074432373047,4.450961589813232
599,6,100,5.0548,2.7412,0,4,0.4499,article,853.0042114257812,398.36676025390625,454.74676513671875,96.59098052978516,4.3838372230529785
600,7,1,4.6717,6.2,0,4,0.6261,short_video,838.5816040039062,515.0972900390625,422.61444091796875,81.72802734375,4.198962211608887
601,7,2,3.9476,4.1534,0,2,0.3595,music,909.0530395507812,643.566650390625,334.3804016113281,65.6858901977539,4.006119251251221
602,7,3,6.4679,4.1341,1,3,0.7815,movie,767.9837036132812,365.19464111328125,482.1502990722656,111.84334564208984,4.674287796020508
603,7,4,3.3103,4.0167,0,2,0.3481,movie,989.69189453125,631.675537109375,341.0879211425781,52.999610900878906,3.1141648292541504
604,7,5,5.0348,4.3462,0,3,0.346,article,905.4943237304688,434.0836486816406,476.68621826171875,72.2323226928711,4.613336563110352
605,7,6,6.3806,5.6049,1,3,0.6321,movie,763.1858520507812,343.7685852050781,532.3369750976562,102.6191177368164,4.883269786834717
606,7,7,5.4683,4.6689,0,2,0.682,short_video,939.2225952148438,519.652587890625,358.6412658691406,81.86822509765625,4.094721794128418
607,7,8,5.8815,3.3088,0,4,0.6102,music,957.433837890625,476.897216796875,430.39434814453125,67.95519256591797,3.6652543544769287
608,7,9,5.7598,2.6489,1,3,0.1564,short_video,775.4424438476562,253.90435791015625,591.2833251953125,103.96765899658203,5.306589603424072
609,7,10,5.7407,4.861,1,4,0.6314,movie,799.8211059570312,407.5028381347656,424.99114990234375,111.85862731933594,5.294341087341309
610,7,11,5.0206,4.7224,1,4,0.2622,article,726.9130859375,412.60784912109375,523.1354370117188,95.40744018554688,5.178933620452881
611,7,12,5.1644,4.418,1,4,0.5585,short_video,930.66015625,350.0413818359375,494.77294921875,82.57747650146484,4.408875465393066
612,7,13,5.5154,3.8182,0,3,0.1941,game,1067.8546142578125,455.49066162109375,355.8641357421875,75.06063842773438,4.439020156860352
613,7,14,4.7454,3.3882,0,3,0.6098,music,1024.72900390625,450.00689697265625,439.7080993652344,59.51812744140625,4.077376842498779
614,7,15,5.8406,5.0549,0,4,0.3086,article,797.8084106445312,500.1566467285156,380.5931701660156,104.6737289428711,4.624331474304199
615,7,16,4.5183,4.6368,1,3,0.2171,music,939.4260864257812,376.7300720214844,447.452880859375,88.95793914794922,4.377070903778076
616,7,17,7.0443,4.2704,1,4,0.6712,game,718.4746704101562,374.1640319824219,518.2619018554688,106.73287963867188,5.11925745010376
617,7,18,7.0487,4.0753,1,4,0.5601,music,699.30712890625,365.98138427734375,522.3196411132812,111.25508880615234,5.042032241821289
618,7,19,4.9091,4.9073,1,4,0.3512,music,906.381103515625,387.4237976074219,468.0267639160156,86.47283935546875,4.506317138671875
619,7,20,6.0861,4.8731,1,3,0.8102,game,757.251953125,377.46270751953125,508.0020446777344,102.87482452392578,4.555056571960449
620,7,21,5.9029,4.9875,1,4,0.3916,movie,811.3366088867188,367.9293518066406,558.3382568359375,80.04596710205078,4.777985572814941
621,7,22,5.9587,5.4529,1,4,0.508,movie,599.7874145507812,320.4279479980469,588.5047607421875,120.20246887207031,4.991293430328369
622,7,23,5.5543,5.3118,1,4,0.5668,music,684.0568237304688,342.81365966796875,558.6561279296875,109.07284545898438,4.777411937713623
623,7,24,5.4775,5.526,0,3,0.3499,movie,922.6128540039062,391.46600341796875,457.911865234375,85.16134643554688,4.95069694519043
624,7,25,6.6432,5.161,1,4,0.6157,game,801.2443237304688,394.9818115234375,487.91455078125,95.95121765136719,5.8262858390808105
625,7,26,4.2836,4.6461,0,3,0.3697,article,1038.837890625,558.3013916015625,290.458251953125,74.79752349853516,4.142340183258057
626,7,27,3.7996,5.375,0,2,0.3985,movie,1141.77490234375,487.6971130371094,325.53143310546875,63.768463134765625,3.66192889213562
627,7,28,5.7363,3.1643,1,4,0.7962,movie,801.2485961914062,408.4180603027344,490.79705810546875,93.33078002929688,4.398950099945068
628,7,29,5.2026,3.4715,1,4,0.261,movie,866.595703125,399.22021484375,465.4091796875,91.83210754394531,3.913248300552368
629,7,30,5.0317,5.6975,0,2,0.0822,game,1169.0396728515625,507.050537109375,341.8528747558594,49.01508712768555,3.8429839611053467
630,7,31,4.4011,4.9004,1,4,0.8335,music,755.1788940429688,392.43798828125,500.7295837402344,101.90735626220703,4.867051601409912
631,7,32,4.4295,4.9731,1,5,0.9275,game,710.5431518554688,346.7353820800781,516.7138671875,116.22789001464844,4.654748916625977
632,7,33,4.6018,6.5414,1,3,0.4,movie,854.8864135742188,365.91943359375,481.50128173828125,97.12762451171875,3.9274237155914307
633,7,34,5.9477,3.9794,1,4,0.126,music,963.7463989257812,404.5808410644531,407.22674560546875,90.04193115234375,4.1913347244262695
634,7,35,5.999,4.9025,0,3,0.423,game,874.9664916992188,468.262939453125,440.3756408691406,80.71329498291016,4.55573034286499
635,7,36,4.7217,6.2789,1,4,0.4289,game,773.36474609375,404.2216796875,462.5782165527344,107.64340209960938,4.177872180938721
636,7,37,5.3577,5.3112,0,4,0.4527,game,1016.388427734375,393.1510009765625,432.2001037597656,76.73977661132812,3.6471164226531982
637,7,38,4.4582,5.7523,0,3,0.2472,short_video,966.9853515625,460.23175048828125,437.0106506347656,68.78532409667969,3.535918951034546
638,7,39,6.0344,6.0629,1,3,0.641,game,800.5326538085938,388.57891845703125,502.40692138671875,94.80107879638672,4.3325395584106445
639,7,40,6.053,5.728,1,4,0.6282,article,724.8965454101562,387.05145263671875,579.0623779296875,84.85040283203125,5.296178340911865
640,7,41,5.3437,3.434,1,3,0.1833,game,747.3239135742188,337.6203308105469,539.2521362304688,105.12047576904297,4.4669952392578125
641,7,42,5.1695,4.8724,1,4,0.668,music,733.5794067382812,352.8969421386719,558.8458251953125,98.5622787475586,4.579880714416504
642,7,43,6.0785,3.2559,1,5,0.8862,music,657.822265625,400.3193359375,555.3330078125,101.8406982421875,4.18114709854126
643,7,44,4.4029,4.4348,0,3,0.5429,music,984.3474731445312,521.5946044921875,406.5025329589844,59.26490783691406,4.228513240814209
644,7,45,5.6018,5.3998,1,4,0.4165,game,727.5457153320312,310.2846374511719,571.4259643554688,104.40099334716797,5.416326522827148
645,7,46,5.8583,5.4178,1,4,0.4646,music,561.3185424804688,408.8985595703125,585.669189453125,106.21508026123047,5.895232200622559
646,7,47,5.9203,6.4359,1,4,0.6491,article,640.1172485351562,350.1633605957031,512.66796875,128.0679473876953,5.204288959503174
647,7,48,4.7836,4.0743,0,2,0.1505,game,971.6698608398438,517.7940673828125,425.4131774902344,56.33369064331055,4.524194240570068
648,7,49,4.1603,6.3084,0,3,0.541,article,916.31884765625,582.0817260742188,386.75994873046875,63.053688049316406,3.8009862899780273
649,7,50,4.9242,5.3287,0,4,0.4036,short_video,774.17236328125,401.5611572265625,543.9684448242188,83.77397155761719,4.57710075378418
650,7,51,5.78,3.8959,1,3,0.8639,music,779.6975708007812,354.31011962890625,524.5534057617188,98.93707275390625,4.905599594116211
651,7,52,5.1072,7.2464,1,3,0.4566,music,810.7639770507812,351.28106689453125,484.57806396484375,104.55574798583984,6.22431755065918
652,7,53,5.7813,6.1993,1,5,0.8413,short_video,712.9913940429688,309.8741760253906,504.35760498046875,127.7025375366211,4.682924270629883
653,7,54,6.3379,4.422,1,4,0.249,music,800.3601684570312,297.40411376953125,555.29296875,100.10470581054688,4.883544921875
654,7,55,4.6277,4.7604,1,4,0.6427,music,746.3154907226562,411.404052734375,521.2301635742188,92.34396362304688,4.898584842681885
655,7,56,5.9821,5.2878,1,4,0.5792,article,669.8510131835938,339.1187438964844,626.453857421875,92.92425537109375,4.614325046539307
656,7,57,5.689,5.9763,0,3,0.2955,game,782.47216796875,433.1307373046875,532.9176025390625,78.27025604248047,4.351191997528076
657,7,58,4.2489,4.904,0,3,0.5442,movie,889.6278686523438,566.30908203125,396.3653259277344,68.36392974853516,4.1131062507629395
658,7,59,3.9796,4.6542,0,2,0.7707,game,965.236328125,511.3747253417969,389.2731018066406,70.5320816040039,3.854766845703125
659,7,60,6.2746,3.4031,1,3,0.4198,game,758.6242065429688,436.8520202636719,485.28857421875,95.79676055908203,4.033529281616211
660,7,61,5.6345,6.311,1,3,0.1555,article,898.7091674804688,337.1886291503906,472.5289001464844,97.27912139892578,4.835813045501709
661,7,62,5.4285,4.0436,0,3,0.4956,short_video,899.5203247070312,334.3719787597656,478.9408264160156,96.3791732788086,4.5354390144348145
662,7,63,4.1087,4.0485,0,2,0.2886,movie,947.885986328125,507.1800842285156,403.1141052246094,70.08232116699219,4.141787052154541
663,7,64,5.3317,4.0279,0,3,0.4152,movie,806.9700317382812,526.6981811523438,430.94061279296875,82.46599578857422,3.874194860458374
664,7,65,5.792,4.6476,0,3,0.4796,short_video,941.09765625,365.1397399902344,442.8760681152344,92.19615173339844,4.549598693847656
665,7,66,5.5525,6.0652,1,4,0.1537,movie,816.50537109375,319.5498046875,544.7847900390625,94.94532775878906,5.183640956878662
666,7,67,5.6585,3.2871,0,3,0.1658,music,984.6254272460938,447.1594543457031,442.6670837402344,66.36337280273438,3.749777317047119
667,7,68,6.2598,4.8047,1,4,0.6182,movie,808.9143676757812,403.714111328125,513.7783203125,85.67390441894531,4.8405256271362305
668,7,69,5.5131,5.118,1,4,0.3722,movie,762.4450073242188,328.6015930175781,526.901123046875,107.91574096679688,4.417531490325928
669,7,70,6.0226,3.3595,0,3,0.0714,article,1041.13671875,497.15374755859375,357.5957946777344,68.09278869628906,5.13654899597168
670,7,71,6.2367,5.0158,1,3,0.6867,movie,668.2471313476562,384.7219543457031,548.6343994140625,104.78433990478516,4.9820637702941895
671,7,72,4.6904,6.494,1,3,0.5677,movie,747.4567260742188,427.8660583496094,512.3828735351562,91.81307220458984,4.40056037902832
672,7,73,5.561,7.102,1,4,0.3287,article,777.8800659179688,341.5323181152344,526.2564697265625,101.62623596191406,5.660980224609375
673,7,74,4.8133,5.3035,0,2,0.2113,movie,1016.65966796875,513.865966796875,372.778076171875,65.0996322631836,4.129631519317627
674,7,75,5.4293,4.38,1,3,0.6976,article,739.243896484375,402.6026306152344,511.7439880371094,97.49913024902344,5.732524394989014
675,7,76,4.7493,5.7457,1,4,0.5865,movie,711.7900390625,438.0208740234375,537.88671875,87.53509521484375,4.601597785949707
676,7,77,5.6126,5.2338,1,3,0.9155,movie,709.9489135742188,371.72625732421875,501.96783447265625,114.04347229003906,5.169997692108154
677,7,78,5.1405,3.239,1,4,0.6035,movie,784.7047729492188,395.7760009765625,516.0873413085938,91.58200073242188,4.841496467590332
678,7,79,5.8183,4.6192,1,4,0.5957,short_video,684.9862670898438,347.8203125,558.5509033203125,107.9023208618164,4.673925399780273
679,7,80,6.0296,4.9356,1,4,0.4584,short_video,640.1290893554688,367.415283203125,557.7763061523438,111.97360229492188,4.4188737869262695
680,7,81,6.1045,5.2156,1,4,0.6936,game,630.142333984375,314.3167724609375,659.7107543945312,95.59040069580078,4.7020368576049805
681,7,82,6.0435,5.9876,1,4,0.6514,music,719.93701171875,356.72711181640625,507.53125,113.23567962646484,6.039358615875244
682,7,83,4.9504,4.961,0,3,0.7776,movie,842.6295776367188,488.5802917480469,425.18701171875,85.51038360595703,5.013146877288818
683,7,84,4.7077,4.3127,0,3,0.3725,game,882.1828002929688,407.0382995605469,518.19287109375,72.25308990478516,3.5328619480133057
684,7,85,5.9065,4.8536,1,3,0.3928,music,761.6995239257812,394.65167236328125,544.853759765625,87.32392883300781,4.340486526489258
685,7,86,4.598,5.2197,0,3,0.3825,game,878.71142578125,466.428466796875,411.17120361328125,88.39030456542969,4.891598701477051
686,7,87,3.1985,5.1496,0,3,0.688,short_video,976.4972534179688,485.394287109375,377.2651672363281,76.78509521484375,4.815167427062988
687,7,88,6.2518,4.1118,1,4,0.8173,article,702.2005004882812,393.9514465332031,544.7569580078125,97.66050720214844,4.685964107513428
688,7,89,4.9568,3.66,0,3,0.3873,game,939.06982421875,452.9925537109375,447.38751220703125,71.82147216796875,3.9878408908843994
689,7,90,5.019,5.5154,0,4,0.3954,movie,811.3490600585938,540.8487548828125,404.72296142578125,85.82442474365234,4.479338645935059
690,7,91,5.2407,5.202,1,4,0.5779,music,787.6044921875,388.5914001464844,501.3805236816406,96.52021789550781,5.031198978424072
691,7,92,5.7785,5.4586,1,4,0.4389,article,863.7975463867188,401.2248840332031,475.91864013671875,88.85822296142578,3.7734272480010986
692,7,93,5.9101,3.4621,1,4,0.7215,game,759.7006225585938,320.55181884765625,621.4158935546875,83.00667572021484,4.285566806793213
693,7,94,5.8687,4.8234,1,3,0.0952,short_video,809.92431640625,420.12799072265625,506.9369201660156,84.20040130615234,4.2220330238342285
694,7,95,4.5099,4.9207,0,3,0.3043,game,847.1360473632812,573.1726684570312,438.2623596191406,61.71043395996094,3.6914429664611816
695,7,96,4.9713,5.4956,0,2,0.3138,movie,969.1178588867188,554.7803955078125,368.3100891113281,65.17623138427734,3.8767545223236084
696,7,97,3.6135,3.4489,0,2,0.0895,article,991.7705078125,553.5006103515625,356.5433654785156,65.8521499633789,3.4135375022888184
697,7,98,6.1357,5.0073,1,4,0.2762,short_video,578.8440551757812,345.1240234375,559.1272583007812,126.1148452758789,5.375101566314697
698,7,99,4.1659,5.6275,0,2,0.2859,article,1063.6966552734375,643.5225830078125,311.3876037597656,45.97230529785156,2.8626043796539307
699,7,100,4.7945,5.2479,0,2,0.4499,article,1053.4097900390625,537.256591796875,333.87420654296875,64.77985382080078,3.776247262954712
700,8,1,4.5562,4.9784,1,4,0.6261,short_video,946.7805786132812,380.63623046875,507.7001953125,69.31246185302734,3.880441904067993
701,8,2,5.1974,3.4752,0,3,0.3595,music,923.6171264648438,410.7783508300781,466.49267578125,78.77819061279297,4.083041191101074
702,8,3,6.4156,5.5938,1,4,0.7815,movie,652.4760131835938,292.6651611328125,589.5301513671875,116.07562255859375,5.868618488311768
703,8,4,5.0985,3.6113,0,3,0.3481,movie,894.48193359375,511.29400634765625,431.69598388671875,70.41687774658203,4.0764384269714355
704,8,5,5.0152,5.1343,0,3,0.346,article,804.9375,514.301025390625,447.30780029296875,79.43782806396484,5.583324909210205
705,8,6,5.6399,3.0038,1,4,0.6321,movie,748.3982543945312,353.3901672363281,557.3118896484375,95.6852798461914,4.760590076446533
706,8,7,5.6395,5.9046,0,4,0.682,short_video,1006.85205078125,406.176513671875,421.19696044921875,78.17230224609375,4.260694980621338
707,8,8,4.8558,4.7094,0,3,0.6102,music,918.7229614257812,487.3955383300781,406.89892578125,78.7766342163086,4.456242084503174
708,8,9,6.7834,4.761,1,4,0.1564,short_video,748.1522827148438,329.6755065917969,540.5146484375,105.41283416748047,5.0746331214904785
709,8,10,5.7426,4.215,1,3,0.6314,movie,704.9426879882812,376.0298767089844,546.7029418945312,101.19539642333984,4.559845447540283
710,8,11,5.5598,5.5994,1,4,0.2622,article,627.2056274414062,302.9892578125,650.5383911132812,99.8857421875,5.886259078979492
